id,filename,repository,categories,status,confidence,related_repositories,related_artifacts_note
3755,"HYBRID-APPROACH-COMPLETE-GUIDE.md","old-digitex-erp-bell24h","Documentation","Legacy","medium-high (filename/path keyword match, content not read)","",""
3756,"IMMEDIATE-502-FIX.sh","old-digitex-erp-bell24h","Unknown","Legacy","low","",""
3757,"IMMEDIATE-FIX-COMMANDS.txt","old-digitex-erp-bell24h","Unknown","Legacy","low","",""
3758,"jest.config.cjs","old-digitex-erp-bell24h","Unknown","Legacy","low","",""
3759,"jest.integration.config.cjs","old-digitex-erp-bell24h","Unknown","Legacy","low","",""
3760,"JSON-SYNTAX-ERROR-FIX-REPORT.md","old-digitex-erp-bell24h","Unknown","Legacy","low","",""
3761,"LAUNCH_DAY_SCHEDULE.md","old-digitex-erp-bell24h","Unknown","Legacy","low","",""
3762,"LAUNCH_PREPARATION_NOV_22.md","old-digitex-erp-bell24h","Unknown","Legacy","low","",""
3763,"LAUNCH_READY_SUMMARY.md","old-digitex-erp-bell24h","Unknown","Legacy","low","",""
3764,"LAUNCH_SOCIAL_MEDIA_POSTS.md","old-digitex-erp-bell24h","Unknown","Legacy","low","",""
3765,"package-lock.json","old-digitex-erp-bell24h","Testing;QA","Legacy","medium-high (filename/path keyword match, content not read)","",""
3766,"package.json","old-digitex-erp-bell24h","Testing;QA","Legacy","medium-high (filename/path keyword match, content not read)","",""
3767,"tsconfig.json","old-digitex-erp-bell24h","Testing;QA","Legacy","medium-high (filename/path keyword match, content not read)","",""
3768,"LOCAL_SETUP_GUIDE.md","old-digitex-erp-bell24h","Documentation","Legacy","medium-high (filename/path keyword match, content not read)","",""
3769,"MANUAL-FIX-COMMANDS.txt","old-digitex-erp-bell24h","Unknown","Legacy","low","",""
3770,"MANUAL-SSL-SETUP-STEPS.md","old-digitex-erp-bell24h","Infrastructure;DevOps;Documentation","Legacy","medium-high (filename/path keyword match, content not read)","",""
3771,"MANUAL_GITKRAKEN_SETUP.txt","old-digitex-erp-bell24h","Documentation","Legacy","medium-high (filename/path keyword match, content not read)","",""
3772,"whatsapp-messages.txt","old-digitex-erp-bell24h","Marketing","Legacy","medium-high (filename/path keyword match, content not read)","",""
3773,"MARKETING_PLAN_COMPANY_PROFILE_CLAIMING.md","old-digitex-erp-bell24h","Marketing","Legacy","medium-high (filename/path keyword match, content not read)","",""
3774,"mcp-gitkraken.json","old-digitex-erp-bell24h","Unknown","Legacy","low","",""
3775,"mcp_config.json","old-digitex-erp-bell24h","Unknown","Legacy","low","",""
3776,"MIGRATION-CLOUDFLARE-PAGES.md","old-digitex-erp-bell24h","SQL Migration;Implementation Plan;Infrastructure;Deployment","Legacy","medium-high (filename/path keyword match, content not read)","",""
3777,"MIGRATION_ACTION_PLAN.txt","old-digitex-erp-bell24h","SQL Migration;Implementation Plan","Legacy","medium-high (filename/path keyword match, content not read)","",""
3778,"MINIMAX_SETUP.md","old-digitex-erp-bell24h","AI;Documentation","Legacy","medium-high (filename/path keyword match, content not read)","",""
3779,"mobile-otp-only-deploy.ps1","old-digitex-erp-bell24h","Deployment;Infrastructure","Legacy","medium-high (filename/path keyword match, content not read)","",""
3780,"MOBILE_OTP_ERROR_HANDLING.md","old-digitex-erp-bell24h","Unknown","Legacy","low","",""
3781,"MOVE-TO-PORT-80.md","old-digitex-erp-bell24h","Unknown","Legacy","low","",""
3782,"MSG91_INTEGRATION_COMPLETE.md","old-digitex-erp-bell24h","Unknown","Legacy","low","",""
3783,"MSG91_QUICK_SETUP.md","old-digitex-erp-bell24h","Documentation","Legacy","medium-high (filename/path keyword match, content not read)","",""
3784,"MSG91_SETUP_COMPLETE.md","old-digitex-erp-bell24h","Documentation","Legacy","medium-high (filename/path keyword match, content not read)","",""
3785,"MSG91_VIDEO_IMPLEMENTATION_COMPLETE.md","old-digitex-erp-bell24h","Implementation Plan","Legacy","medium-high (filename/path keyword match, content not read)","",""
3786,"bell24h-integration.workflow.json","old-digitex-erp-bell24h","Automation;n8n","Legacy","medium-high (filename/path keyword match, content not read)","",""
3787,"category-analytics.workflow.json","old-digitex-erp-bell24h","Automation;n8n;Analytics","Legacy","medium-high (filename/path keyword match, content not read)","",""
3788,"category-seo-automation.workflow.json","old-digitex-erp-bell24h","Automation;n8n;SEO","Legacy","medium-high (filename/path keyword match, content not read)","",""
3789,"escrow.workflow.json","old-digitex-erp-bell24h","Automation;n8n;Escrow","Legacy","medium-high (filename/path keyword match, content not read)","",""
3790,"mock-order-generation.workflow.json","old-digitex-erp-bell24h","Automation;n8n","Legacy","medium-high (filename/path keyword match, content not read)","",""
3791,"rfq.workflow.json","old-digitex-erp-bell24h","Automation;n8n;RFQ","Legacy","medium-high (filename/path keyword match, content not read)","",""
3792,"user.onboarding.workflow.json","old-digitex-erp-bell24h","Automation;n8n","Legacy","medium-high (filename/path keyword match, content not read)","",""
3793,"N8N-RUNNING-FIX-SSL.md","old-digitex-erp-bell24h","Infrastructure;DevOps;Automation;n8n","Legacy","medium-high (filename/path keyword match, content not read)","",""
3794,"N8N-WORKFLOW-A-E-MICRO-LEVEL-GUIDE.md","old-digitex-erp-bell24h","Automation;n8n;Documentation","Legacy","medium-high (filename/path keyword match, content not read)","",""
3795,"supplier-onboarding-welcome-email.json","old-digitex-erp-bell24h","Automation;n8n;Supplier","Legacy","medium-high (filename/path keyword match, content not read)","",""
3796,"supplier-onboarding-welcome-sms.json","old-digitex-erp-bell24h","Automation;n8n;Supplier","Legacy","medium-high (filename/path keyword match, content not read)","",""
3797,"N8N_IMPORT_CONFIGURATION_GUIDE.md","old-digitex-erp-bell24h","Automation;n8n;Documentation","Legacy","medium-high (filename/path keyword match, content not read)","",""
3798,"N8N_SETUP_QUICK_REFERENCE.md","old-digitex-erp-bell24h","Automation;n8n;Documentation","Legacy","medium-high (filename/path keyword match, content not read)","",""
3799,"N8N_WORKFLOWS_COMPLETE.md","old-digitex-erp-bell24h","Automation;n8n","Legacy","medium-high (filename/path keyword match, content not read)","",""
3800,"N8N_WORKFLOW_AUDIT_GUIDE.md","old-digitex-erp-bell24h","Automation;n8n;Documentation","Legacy","medium-high (filename/path keyword match, content not read)","",""
3801,"netlify.toml","old-digitex-erp-bell24h","Infrastructure;Deployment","Legacy","medium-high (filename/path keyword match, content not read)","",""
3802,"NEXT-STEPS-TODO-LIST.md","old-digitex-erp-bell24h","Unknown","Legacy","low","",""
3803,"next.config.cjs","old-digitex-erp-bell24h","Unknown","Legacy","low","",""
3804,"nixpacks.toml","old-digitex-erp-bell24h","Unknown","Legacy","low","",""
3805,"NO-Q-PREFIX-AUTOMATION.ps1","old-digitex-erp-bell24h","Automation","Legacy","medium-high (filename/path keyword match, content not read)","",""
3806,"NON-CODER-DEPLOYMENT-PRIORITY-GUIDE.md","old-digitex-erp-bell24h","Deployment;Infrastructure;Documentation","Legacy","medium-high (filename/path keyword match, content not read)","",""
3807,"NOV-20-LAUNCH-CHECKLIST.md","old-digitex-erp-bell24h","Documentation","Legacy","medium-high (filename/path keyword match, content not read)","",""
3808,"nuclear_fix.ps1","old-digitex-erp-bell24h","Unknown","Legacy","low","",""
3809,"nuclear_fix_all.ps1","old-digitex-erp-bell24h","Unknown","Legacy","low","",""
3810,"ONE-PAGE-BRUTAL-TRUTH-REVENUE-SUMMARY.md","old-digitex-erp-bell24h","Unknown","Legacy","low","",""
3811,"openapitools.json","old-digitex-erp-bell24h","Unknown","Legacy","low","",""
3812,".env.example","old-digitex-erp-bell24h","Infrastructure;Deployment","Legacy","medium-high (filename/path keyword match, content not read)","",""
3813,"default.json","old-digitex-erp-bell24h","Infrastructure;Deployment","Legacy","medium-high (filename/path keyword match, content not read)","",""
3814,"package.json","old-digitex-erp-bell24h","Infrastructure;Deployment","Legacy","medium-high (filename/path keyword match, content not read)","",""
3815,"ORACLE-CLOUD-DEPLOYMENT-GUIDE.md","old-digitex-erp-bell24h","Deployment;Infrastructure;Documentation","Legacy","medium-high (filename/path keyword match, content not read)","",""
3816,"complete-categories.sql","old-digitex-erp-bell24h","Infrastructure;Deployment;Automation;n8n","Legacy","medium-high (filename/path keyword match, content not read)","",""
3817,"missing-tables.sql","old-digitex-erp-bell24h","Infrastructure;Deployment;Automation;n8n","Legacy","medium-high (filename/path keyword match, content not read)","",""
3818,"docker-compose.yml","old-digitex-erp-bell24h","Infrastructure;DevOps;Deployment;Automation;n8n","Legacy","medium-high (filename/path keyword match, content not read)","",""
3819,"README.md","old-digitex-erp-bell24h","Infrastructure;Deployment;Automation;n8n;Documentation","Legacy","medium-high (filename/path keyword match, content not read)","",""
3820,"setup-oracle-cloud.sh","old-digitex-erp-bell24h","Infrastructure;Deployment;Automation;n8n;Documentation","Legacy","medium-high (filename/path keyword match, content not read)","",""
3821,"lead-test-data.json","old-digitex-erp-bell24h","Infrastructure;Deployment;Automation;n8n;Testing;QA","Legacy","medium-high (filename/path keyword match, content not read)","",""
3822,"rfq-test-data.json","old-digitex-erp-bell24h","Infrastructure;Deployment;Automation;n8n;RFQ;Testing;QA","Legacy","medium-high (filename/path keyword match, content not read)","",""
3823,"bell24h-ai-category-worker-complete.json","old-digitex-erp-bell24h","Infrastructure;Deployment;AI;Automation;n8n","Legacy","medium-high (filename/path keyword match, content not read)","",""
3824,"bell24h-ai-category-worker-with-db.json","old-digitex-erp-bell24h","Infrastructure;Deployment;AI;Automation;n8n","Legacy","medium-high (filename/path keyword match, content not read)","",""
3825,"bell24h-ai-category-worker.json","old-digitex-erp-bell24h","Infrastructure;Deployment;AI;Automation;n8n","Legacy","medium-high (filename/path keyword match, content not read)","",""
3826,"bell24h-ai-scraper-master-with-db.json","old-digitex-erp-bell24h","Infrastructure;Deployment;AI;Automation;n8n","Legacy","medium-high (filename/path keyword match, content not read)","",""
3827,"bell24h-ai-scraper-master.json","old-digitex-erp-bell24h","Infrastructure;Deployment;AI;Automation;n8n","Legacy","medium-high (filename/path keyword match, content not read)","",""
3828,"bell24h-lead-scoring-complete.json","old-digitex-erp-bell24h","Infrastructure;Deployment;Automation;n8n","Legacy","medium-high (filename/path keyword match, content not read)","",""
3829,"bell24h-lead-scoring-with-db.json","old-digitex-erp-bell24h","Infrastructure;Deployment;Automation;n8n","Legacy","medium-high (filename/path keyword match, content not read)","",""
3830,"bell24h-lead-scoring.json","old-digitex-erp-bell24h","Infrastructure;Deployment;Automation;n8n","Legacy","medium-high (filename/path keyword match, content not read)","",""
3831,"bell24h-rfq-notification-complete.json","old-digitex-erp-bell24h","Infrastructure;Deployment;Automation;n8n;RFQ","Legacy","medium-high (filename/path keyword match, content not read)","",""
3832,"bell24h-rfq-notification-fixed.json","old-digitex-erp-bell24h","Infrastructure;Deployment;Automation;n8n;RFQ","Legacy","medium-high (filename/path keyword match, content not read)","",""
3833,"bell24h-rfq-notification-with-db.json","old-digitex-erp-bell24h","Infrastructure;Deployment;Automation;n8n;RFQ","Legacy","medium-high (filename/path keyword match, content not read)","",""
3834,"bell24h-rfq-notification.json","old-digitex-erp-bell24h","Infrastructure;Deployment;Automation;n8n;RFQ","Legacy","medium-high (filename/path keyword match, content not read)","",""
3835,"nano-banana-enrichment.json","old-digitex-erp-bell24h","Infrastructure;Deployment;Automation;n8n","Legacy","medium-high (filename/path keyword match, content not read)","",""
3836,"ORACLE-VM-DEPLOYMENT-GUIDE.md","old-digitex-erp-bell24h","Deployment;Infrastructure;Documentation","Legacy","medium-high (filename/path keyword match, content not read)","",""
3837,"package-lock.json","old-digitex-erp-bell24h","Unknown","Legacy","low","",""
3838,"package.json","old-digitex-erp-bell24h","Unknown","Legacy","low","",""
3839,"page-test-report.json","old-digitex-erp-bell24h","Testing;QA","Legacy","medium-high (filename/path keyword match, content not read)","",""
3840,"page-verification-report.json","old-digitex-erp-bell24h","Unknown","Legacy","low","",""
3841,"PAYMENT_DEPLOYMENT_CHECKLIST.md","old-digitex-erp-bell24h","Deployment;Infrastructure;Payments;Documentation","Legacy","medium-high (filename/path keyword match, content not read)","",""
3842,"PAYMENT_FLOW_TEST_RESULTS.md","old-digitex-erp-bell24h","Payments;Testing;QA","Legacy","medium-high (filename/path keyword match, content not read)","",""
3843,"PAYMENT_INTEGRATION_GUIDE.md","old-digitex-erp-bell24h","Payments;Documentation","Legacy","medium-high (filename/path keyword match, content not read)","",""
3844,"PAYMENT_INTEGRATION_REPORT.md","old-digitex-erp-bell24h","Payments","Legacy","medium-high (filename/path keyword match, content not read)","",""
3845,"PERMANENT-Q-PREFIX-FIX.sh","old-digitex-erp-bell24h","Unknown","Legacy","low","",""
3846,"postcss.config.cjs","old-digitex-erp-bell24h","Design","Legacy","medium-high (filename/path keyword match, content not read)","",""
3847,"POST_AUDIT_PROTOCOL_COMPLETE.md","old-digitex-erp-bell24h","Documentation","Legacy","medium-high (filename/path keyword match, content not read)","",""
3848,"POST_AUDIT_PROTOCOL_IMPLEMENTATION_SUMMARY.md","old-digitex-erp-bell24h","Implementation Plan;Documentation","Legacy","medium-high (filename/path keyword match, content not read)","",""
3849,"migration.sql","old-digitex-erp-bell24h","Database;SQL Migration;Implementation Plan","Legacy","medium-high (filename/path keyword match, content not read)","",""
3850,"migration_lock.toml","old-digitex-erp-bell24h","Database;SQL Migration;Implementation Plan","Legacy","medium-high (filename/path keyword match, content not read)","",""
3851,"PRISMA_FIX_COMPLETE.md","old-digitex-erp-bell24h","Database","Legacy","medium-high (filename/path keyword match, content not read)","",""
3852,"production.env.template","old-digitex-erp-bell24h","Unknown","Legacy","low","",""
3853,"PRODUCTION_DEPLOYMENT_SUMMARY.md","old-digitex-erp-bell24h","Deployment;Infrastructure","Legacy","medium-high (filename/path keyword match, content not read)","",""
3854,"PROJECT-ENHANCEMENT-SUMMARY.md","old-digitex-erp-bell24h","Unknown","Legacy","low","",""
3855,"PROJECT-STATUS-CHECK.md","old-digitex-erp-bell24h","Unknown","Legacy","low","",""
3856,"project_structure.txt","old-digitex-erp-bell24h","Unknown","Legacy","low","",""
3857,"common.json","old-digitex-erp-bell24h","Unknown","Legacy","low","",""
3858,"common.json","old-digitex-erp-bell24h","Unknown","Legacy","low","",""
3859,"dashboard.json","old-digitex-erp-bell24h","Unknown","Legacy","low","",""
3860,"manifest.json","old-digitex-erp-bell24h","Unknown","Legacy","low","",""
3861,"robots.txt","old-digitex-erp-bell24h","Unknown","Legacy","low","",""
3862,"temple-bell.mp3.txt","old-digitex-erp-bell24h","Unknown","Legacy","low","",""
3863,"QUICK-502-DIAGNOSIS.md","old-digitex-erp-bell24h","Unknown","Legacy","low","",""
3864,"QUICK-DEPLOY-ORACLE.md","old-digitex-erp-bell24h","Deployment;Infrastructure","Legacy","medium-high (filename/path keyword match, content not read)","",""
3865,"quick-deploy.cjs","old-digitex-erp-bell24h","Deployment;Infrastructure","Legacy","medium-high (filename/path keyword match, content not read)","",""
3866,"QUICK-DIAGNOSTIC-COMMANDS.sh","old-digitex-erp-bell24h","Unknown","Legacy","low","",""
3867,"QUICK-FIX-N8N.sh","old-digitex-erp-bell24h","Automation;n8n","Legacy","medium-high (filename/path keyword match, content not read)","",""
3868,"QUICK-FIX-TIMEOUT.md","old-digitex-erp-bell24h","Unknown","Legacy","low","",""
3869,"quick-platform-test.cjs","old-digitex-erp-bell24h","Testing;QA","Legacy","medium-high (filename/path keyword match, content not read)","",""
3870,"QUICK-ROLLBACK.sh","old-digitex-erp-bell24h","Unknown","Legacy","low","",""
3871,"QUICK-START-AUTO-DEPLOY.md","old-digitex-erp-bell24h","Deployment;Infrastructure","Legacy","medium-high (filename/path keyword match, content not read)","",""
3872,"quick-status-check.cjs","old-digitex-erp-bell24h","Unknown","Legacy","low","",""
3873,"QUICK_DEPLOYMENT_STEPS.txt","old-digitex-erp-bell24h","Deployment;Infrastructure","Legacy","medium-high (filename/path keyword match, content not read)","",""
3874,"QUICK_DEPLOYMENT_TEST.txt","old-digitex-erp-bell24h","Deployment;Infrastructure;Testing;QA","Legacy","medium-high (filename/path keyword match, content not read)","",""
3875,"QUICK_DEPLOY_COMMANDS.txt","old-digitex-erp-bell24h","Deployment;Infrastructure","Legacy","medium-high (filename/path keyword match, content not read)","",""
3876,"QUICK_DEPLOY_GUIDE.md","old-digitex-erp-bell24h","Deployment;Infrastructure;Documentation","Legacy","medium-high (filename/path keyword match, content not read)","",""
3877,"QUICK_START_PRODUCTION.md","old-digitex-erp-bell24h","Unknown","Legacy","low","",""
3878,"railway.env.example","old-digitex-erp-bell24h","Infrastructure;Deployment","Legacy","medium-high (filename/path keyword match, content not read)","",""
3879,"railway.json","old-digitex-erp-bell24h","Infrastructure;Deployment","Legacy","medium-high (filename/path keyword match, content not read)","",""
3880,"railway.toml","old-digitex-erp-bell24h","Infrastructure;Deployment","Legacy","medium-high (filename/path keyword match, content not read)","",""
3881,"RE-RUN-DEPLOYMENT.md","old-digitex-erp-bell24h","Deployment;Infrastructure","Legacy","medium-high (filename/path keyword match, content not read)","",""
3882,"README.md","old-digitex-erp-bell24h","Documentation","Legacy","medium-high (filename/path keyword match, content not read)","",""
3883,"README_DATABASE_ALTERNATIVES.md","old-digitex-erp-bell24h","Documentation","Legacy","medium-high (filename/path keyword match, content not read)","",""
3884,"REMOVE-FROM-HISTORY.ps1","old-digitex-erp-bell24h","Unknown","Legacy","low","",""
3885,"REMOVE-LARGE-FILES.ps1","old-digitex-erp-bell24h","Unknown","Legacy","low","",""
3886,"REMOVE-NETLIFY-SIMPLE.ps1","old-digitex-erp-bell24h","Infrastructure;Deployment","Legacy","medium-high (filename/path keyword match, content not read)","",""
3887,"request_body.json","old-digitex-erp-bell24h","Unknown","Legacy","low","",""
3888,"REVENUECAT_INTEGRATION_TEST_RESULTS.md","old-digitex-erp-bell24h","Testing;QA","Legacy","medium-high (filename/path keyword match, content not read)","",""
3889,"RUN-EMERGENCY-FIX-NOW.sh","old-digitex-erp-bell24h","Unknown","Legacy","low","",""
3890,"run-seed.sh","old-digitex-erp-bell24h","Unknown","Legacy","low","",""
3891,"audit-pages.cjs","old-digitex-erp-bell24h","Documentation","Legacy","medium-high (filename/path keyword match, content not read)","",""
3892,"backup-vercel-production.cjs","old-digitex-erp-bell24h","Infrastructure;Deployment","Legacy","medium-high (filename/path keyword match, content not read)","",""
3893,"backup.cjs","old-digitex-erp-bell24h","Unknown","Legacy","low","",""
3894,"create-staging-environment.cjs","old-digitex-erp-bell24h","Unknown","Legacy","low","",""
3895,"deploy-escrow.cjs","old-digitex-erp-bell24h","Deployment;Infrastructure;Escrow","Legacy","medium-high (filename/path keyword match, content not read)","",""
3896,"deploy-production.sh","old-digitex-erp-bell24h","Deployment;Infrastructure","Legacy","medium-high (filename/path keyword match, content not read)","",""
3897,"deploy-safe.cjs","old-digitex-erp-bell24h","Deployment;Infrastructure","Legacy","medium-high (filename/path keyword match, content not read)","",""
3898,"dev-workflow.cjs","old-digitex-erp-bell24h","Automation","Legacy","medium-high (filename/path keyword match, content not read)","",""
3899,"migrate-missing-pages.cjs","old-digitex-erp-bell24h","Unknown","Legacy","low","",""
3900,"migration-test.cjs","old-digitex-erp-bell24h","SQL Migration;Implementation Plan;Testing;QA","Legacy","medium-high (filename/path keyword match, content not read)","",""
3901,"protect-files.cjs","old-digitex-erp-bell24h","Unknown","Legacy","low","",""
3902,"pull-vercel-source.cjs","old-digitex-erp-bell24h","Infrastructure;Deployment","Legacy","medium-high (filename/path keyword match, content not read)","",""
3903,"run-fixed-page-validation.cjs","old-digitex-erp-bell24h","Unknown","Legacy","low","",""
3904,"safe-merge.cjs","old-digitex-erp-bell24h","Unknown","Legacy","low","",""
3905,"setup-api-integrations.cjs","old-digitex-erp-bell24h","API;Documentation","Legacy","medium-high (filename/path keyword match, content not read)","",""
3906,"setup-database.cjs","old-digitex-erp-bell24h","Documentation","Legacy","medium-high (filename/path keyword match, content not read)","",""
3907,"setup-env.cjs","old-digitex-erp-bell24h","Documentation","Legacy","medium-high (filename/path keyword match, content not read)","",""
3908,"setup-production-db.sh","old-digitex-erp-bell24h","Documentation","Legacy","medium-high (filename/path keyword match, content not read)","",""
3909,"setup-vercel-env.sh","old-digitex-erp-bell24h","Infrastructure;Deployment;Documentation","Legacy","medium-high (filename/path keyword match, content not read)","",""
3910,"test-all-pages.cjs","old-digitex-erp-bell24h","Testing;QA","Legacy","medium-high (filename/path keyword match, content not read)","",""
3911,"vercel-import.cjs","old-digitex-erp-bell24h","Infrastructure;Deployment","Legacy","medium-high (filename/path keyword match, content not read)","",""
3912,"verify-pages.cjs","old-digitex-erp-bell24h","Unknown","Legacy","low","",""
3913,"scripts.json","old-digitex-erp-bell24h","Unknown","Legacy","low","",""
3914,"seed-database.ps1","old-digitex-erp-bell24h","Unknown","Legacy","low","",""
3915,"SEEDING_GUIDE.md","old-digitex-erp-bell24h","Documentation","Legacy","medium-high (filename/path keyword match, content not read)","",""
3916,"SEEDING_SUCCESS.md","old-digitex-erp-bell24h","Unknown","Legacy","low","",""
3917,"SEO-HERO-SECTION-UPDATE.md","old-digitex-erp-bell24h","SEO","Legacy","medium-high (filename/path keyword match, content not read)","",""
3918,"SEPARATION_OF_CONCERNS.md","old-digitex-erp-bell24h","Unknown","Legacy","low","",""
3919,".env","old-digitex-erp-bell24h","Unknown","Legacy","low","",""
3920,".env.example","old-digitex-erp-bell24h","Unknown","Legacy","low","",""
3921,".env.test","old-digitex-erp-bell24h","Testing;QA","Legacy","medium-high (filename/path keyword match, content not read)","",""
3922,"test.spec.cjs","old-digitex-erp-bell24h","Testing;QA","Legacy","medium-high (filename/path keyword match, content not read)","",""
3923,"tsconfig.json","old-digitex-erp-bell24h","Testing;QA","Legacy","medium-high (filename/path keyword match, content not read)","",""
3924,"package-lock.json","old-digitex-erp-bell24h","Unknown","Legacy","low","",""
3925,"package.json","old-digitex-erp-bell24h","Unknown","Legacy","low","",""
3926,"tsconfig.json","old-digitex-erp-bell24h","Unknown","Legacy","low","",""
3927,"tsconfig.test.json","old-digitex-erp-bell24h","Testing;QA","Legacy","medium-high (filename/path keyword match, content not read)","",""
3928,"server-tsconfig.json","old-digitex-erp-bell24h","Unknown","Legacy","low","",""
3929,"setup-github-deploy.ps1","old-digitex-erp-bell24h","Deployment;Infrastructure;Documentation","Legacy","medium-high (filename/path keyword match, content not read)","",""
3930,"SETUP-GITHUB-SECRET.md","old-digitex-erp-bell24h","Documentation","Legacy","medium-high (filename/path keyword match, content not read)","",""
3931,"setup-ssl-automated.sh","old-digitex-erp-bell24h","Infrastructure;DevOps;Documentation","Legacy","medium-high (filename/path keyword match, content not read)","",""
3932,"setup-ssl-direct.ps1","old-digitex-erp-bell24h","Infrastructure;DevOps;Documentation","Legacy","medium-high (filename/path keyword match, content not read)","",""
3933,"setup-ssl-upload-execute.ps1","old-digitex-erp-bell24h","Infrastructure;DevOps;Documentation","Legacy","medium-high (filename/path keyword match, content not read)","",""
3934,"setup-ssl-via-ssh.ps1","old-digitex-erp-bell24h","Infrastructure;DevOps;Documentation","Legacy","medium-high (filename/path keyword match, content not read)","",""
3935,"SETUP_COMPLETE.md","old-digitex-erp-bell24h","Documentation","Legacy","medium-high (filename/path keyword match, content not read)","",""
3936,"SIMPLE-DEPLOY-STEPS.md","old-digitex-erp-bell24h","Deployment;Infrastructure","Legacy","medium-high (filename/path keyword match, content not read)","",""
3937,"SIMPLE_DEPLOY_COMMANDS.txt","old-digitex-erp-bell24h","Deployment;Infrastructure","Legacy","medium-high (filename/path keyword match, content not read)","",""
3938,"SITE-IS-LIVE-NEXT-STEPS.md","old-digitex-erp-bell24h","Unknown","Legacy","low","",""
3939,"package.json","old-digitex-erp-bell24h","Database","Legacy","medium-high (filename/path keyword match, content not read)","",""
3940,"verify-seed.sql","old-digitex-erp-bell24h","Unknown","Legacy","low","",""
3941,"001_create_supplier_schema.sql","old-digitex-erp-bell24h","SQL Migration;Implementation Plan;Supplier","Legacy","medium-high (filename/path keyword match, content not read)","",""
3942,"SSL-ACTIVE-CONFIGURE-N8N-ROUTING.md","old-digitex-erp-bell24h","Infrastructure;DevOps;Automation;n8n","Legacy","medium-high (filename/path keyword match, content not read)","",""
3943,"SSL-CERTIFICATES-ALREADY-ACTIVE.md","old-digitex-erp-bell24h","Infrastructure;DevOps","Legacy","medium-high (filename/path keyword match, content not read)","",""
3944,"SSL-CONFIGURED-FIX-CONNECTION.md","old-digitex-erp-bell24h","Infrastructure;DevOps","Legacy","medium-high (filename/path keyword match, content not read)","",""
3945,"SSL-SETUP-COMMAND.txt","old-digitex-erp-bell24h","Infrastructure;DevOps;Documentation","Legacy","medium-high (filename/path keyword match, content not read)","",""
3946,"START-NGINX-VERIFY-CONFIG.md","old-digitex-erp-bell24h","Unknown","Legacy","low","",""
3947,"start_clean_dev.ps1","old-digitex-erp-bell24h","Unknown","Legacy","low","",""
3948,"20251109_leaderboard.sql","old-digitex-erp-bell24h","SQL Migration;Implementation Plan","Legacy","medium-high (filename/path keyword match, content not read)","",""
3949,"SUPPLIER_PROFILE_FILES_INVENTORY.md","old-digitex-erp-bell24h","Supplier","Legacy","medium-high (filename/path keyword match, content not read)","",""
3950,"SUPPLIER_PROFILE_IMPLEMENTATION_PLAN.md","old-digitex-erp-bell24h","Implementation Plan;Supplier","Legacy","medium-high (filename/path keyword match, content not read)","",""
3951,"switch-schema.sh","old-digitex-erp-bell24h","Unknown","Legacy","low","",""
3952,"task-definition.json","old-digitex-erp-bell24h","Unknown","Legacy","low","",""
3953,"test-bell24h-complete.cjs","old-digitex-erp-bell24h","Testing;QA","Legacy","medium-high (filename/path keyword match, content not read)","",""
3954,"test-final-fixes.cjs","old-digitex-erp-bell24h","Testing;QA","Legacy","medium-high (filename/path keyword match, content not read)","",""
3955,"test-system-complete.cjs","old-digitex-erp-bell24h","Testing;QA","Legacy","medium-high (filename/path keyword match, content not read)","",""
3956,"TODO-21-25-IMPLEMENTATION-COMPLETE.md","old-digitex-erp-bell24h","Implementation Plan","Legacy","medium-high (filename/path keyword match, content not read)","",""
3957,"TODO-21-25-IMPLEMENTATION-PLAN.md","old-digitex-erp-bell24h","Implementation Plan","Legacy","medium-high (filename/path keyword match, content not read)","",""
3958,"TODO-ITEMS-21-25-EXTRACTED.md","old-digitex-erp-bell24h","Unknown","Legacy","low","",""
3959,"train_supplier_model.py","old-digitex-erp-bell24h","Supplier","Legacy","medium-high (filename/path keyword match, content not read)","",""
3960,"tsconfig.e2e.json","old-digitex-erp-bell24h","Testing;QA","Legacy","medium-high (filename/path keyword match, content not read)","",""
3961,"tsconfig.json","old-digitex-erp-bell24h","Unknown","Legacy","low","",""
3962,"tsconfig.server.json","old-digitex-erp-bell24h","Unknown","Legacy","low","",""
3963,"ULTRA-FAST-MCP-WORKING-REPORT.md","old-digitex-erp-bell24h","Unknown","Legacy","low","",""
3964,"update-env.sh","old-digitex-erp-bell24h","Unknown","Legacy","low","",""
3965,"USER-DASHBOARD-FEATURES-LIST.md","old-digitex-erp-bell24h","Unknown","Legacy","low","",""
3966,"package-lock.json","old-digitex-erp-bell24h","Deployment;Infrastructure","Legacy","medium-high (filename/path keyword match, content not read)","",""
3967,"package.json","old-digitex-erp-bell24h","Deployment;Infrastructure","Legacy","medium-high (filename/path keyword match, content not read)","",""
3968,"common.json","old-digitex-erp-bell24h","Deployment;Infrastructure","Legacy","medium-high (filename/path keyword match, content not read)","",""
3969,"temple-bell.mp3.txt","old-digitex-erp-bell24h","Deployment;Infrastructure","Legacy","medium-high (filename/path keyword match, content not read)","",""
3970,"tsconfig.json","old-digitex-erp-bell24h","Deployment;Infrastructure","Legacy","medium-high (filename/path keyword match, content not read)","",""
3971,"vercel.json","old-digitex-erp-bell24h","Deployment;Infrastructure","Legacy","medium-high (filename/path keyword match, content not read)","",""
